;Compound;UniProt_name;rel_score;platform
1334;2032374-19-7;PTN1_HUMAN;0.9272;in-house models
1335;2032374-19-7;Q6INT1_XENLA;0.191578;in-house models
1336;2032374-20-0;CP19A_HUMAN;0.6533303333333332;in-house models
1337;2032374-20-0;DHB4_HUMAN;0.41099137500000005;in-house models
1338;2032374-20-0;DHI2_HUMAN;0.9390000000000001;in-house models
1339;2032374-20-0;ESR1_HUMAN;0.9808285714285714;in-house models
1340;2032374-20-0;PTN1_HUMAN;0.9598;in-house models
1341;2032374-20-0;Q6INT1_XENLA;0.221038;in-house models
1342;2032374-21-1;CP19A_HUMAN;0.6240096666666667;in-house models
1343;2032374-21-1;DHB4_HUMAN;0.37189126499999997;in-house models
1344;2032374-21-1;DHI2_HUMAN;0.93725;in-house models
1345;2032374-21-1;ESR1_HUMAN;0.9654928571428572;in-house models
1346;2032374-21-1;PTN1_HUMAN;0.9386;in-house models
1347;2032374-21-1;Q6INT1_XENLA;0.251309;in-house models
1348;2032374-33-5;AK1C3_HUMAN;0.041599800000000006;in-house models
1349;2032374-33-5;CP19A_HUMAN;0.7370185;in-house models
1350;2032374-33-5;CP2D6_HUMAN;0.643359;in-house models
1351;2032374-33-5;DHB4_HUMAN;0.0273603;in-house models
1352;2032374-33-5;DHI2_HUMAN;0.7380966666666667;in-house models
1353;2032374-33-5;ESR1_HUMAN;0.9460799999999999;in-house models
1354;2032374-33-5;ESR2_HUMAN;0.9258;in-house models
1355;2032374-33-5;GCR_HUMAN;0.0039875;in-house models
1356;2032374-33-5;LOX5_HUMAN;0.6672075000000001;in-house models
1357;2032374-33-5;MCR_HUMAN;0.16237793333333334;in-house models
1358;2032374-33-5;MK14_HUMAN;0.00119161;in-house models
1359;2032374-33-5;PGH1_HUMAN;0.028921699999999998;in-house models
1360;2032374-33-5;PPARA_HUMAN;0.0462205;in-house models
1361;2032374-33-5;PPARG_HUMAN;0.07836627;in-house models
1362;2032374-33-5;PTN1_HUMAN;0.245347005;in-house models
1363;2032374-33-5;Q6INT1_XENLA;0.415445;in-house models
1364;2032374-35-7;CP19A_HUMAN;0.7223109999999999;in-house models
1365;2032374-35-7;CP2D6_HUMAN;0.583053;in-house models
1366;2032374-35-7;DHB3_HUMAN;0.9339999999999999;in-house models
1367;2032374-35-7;DHB4_HUMAN;0.160739734881;in-house models
1368;2032374-35-7;DHI2_HUMAN;0.6521205;in-house models
1369;2032374-35-7;ESR1_HUMAN;0.9419559523809524;in-house models
1370;2032374-35-7;GCR_HUMAN;0.00203794;in-house models
1371;2032374-35-7;HYES_HUMAN;0.922;in-house models
1372;2032374-35-7;LOX5_HUMAN;0.2364716;in-house models
1373;2032374-35-7;MCR_HUMAN;0.22794166666666668;in-house models
1374;2032374-35-7;MK14_HUMAN;0.050227499999999994;in-house models
1375;2032374-35-7;NR1H2_HUMAN;0.173202;in-house models
1376;2032374-35-7;PGH1_HUMAN;0.427933;in-house models
1377;2032374-35-7;PPARA_HUMAN;0.056975599999999994;in-house models
1378;2032374-35-7;PPARG_HUMAN;0.13305040466666665;in-house models
1379;2032374-35-7;PTN1_HUMAN;0.2705855501885075;in-house models
1380;2032374-35-7;Q6INT1_XENLA;0.21429600000000001;in-house models
1381;2032374-37-9;CP19A_HUMAN;0.6682859999999999;in-house models
1382;2032374-37-9;CP2D6_HUMAN;0.387741;in-house models
1383;2032374-37-9;DHB4_HUMAN;0.075032710104;in-house models
1384;2032374-37-9;DHI2_HUMAN;0.5968305;in-house models
1385;2032374-37-9;ESR1_HUMAN;0.9641666666666666;in-house models
1386;2032374-37-9;LOX5_HUMAN;0.505793;in-house models
1387;2032374-37-9;MCR_HUMAN;0.10469556333333334;in-house models
1388;2032374-37-9;PGH1_HUMAN;0.0768232;in-house models
1389;2032374-37-9;Q6INT1_XENLA;0.267723;in-house models
1390;2032374-39-1;AK1C3_HUMAN;0.00516868;in-house models
1391;2032374-39-1;CP19A_HUMAN;0.7306225;in-house models
1392;2032374-39-1;CP2D6_HUMAN;0.5609735;in-house models
1393;2032374-39-1;DHB3_HUMAN;0.9335000000000001;in-house models
1394;2032374-39-1;DHB4_HUMAN;0.036256686257;in-house models
1395;2032374-39-1;DHI2_HUMAN;0.7574745;in-house models
1396;2032374-39-1;ESR1_HUMAN;0.98385;in-house models
1397;2032374-39-1;GCR_HUMAN;0.040696300000000005;in-house models
1398;2032374-39-1;LOX5_HUMAN;0.5525875;in-house models
1399;2032374-39-1;MCR_HUMAN;0.3642102333333333;in-house models
1400;2032374-39-1;PGH1_HUMAN;0.26002;in-house models
1401;2032374-39-1;PPARG_HUMAN;0.00047377887504999997;in-house models
1402;2032374-39-1;PTN1_HUMAN;0.3146933512;in-house models
1403;2032374-39-1;Q6INT1_XENLA;0.610028;in-house models
1404;2032374-41-5;CP19A_HUMAN;0.7051959999999999;in-house models
1405;2032374-41-5;CP2D6_HUMAN;0.62452;in-house models
1406;2032374-41-5;DHB3_HUMAN;0.9215;in-house models
1407;2032374-41-5;DHB4_HUMAN;0.08138069982557;in-house models
1408;2032374-41-5;DHI2_HUMAN;0.7243955;in-house models
1409;2032374-41-5;ESR1_HUMAN;0.9704396825396827;in-house models
1410;2032374-41-5;LOX5_HUMAN;0.557793;in-house models
1411;2032374-41-5;MCR_HUMAN;0.3826625;in-house models
1412;2032374-41-5;NR1H2_HUMAN;0.00545731;in-house models
1413;2032374-41-5;PGH1_HUMAN;0.21269000000000002;in-house models
1414;2032374-41-5;PPARA_HUMAN;0.00146142;in-house models
1415;2032374-41-5;PPARG_HUMAN;0.00040789300000000005;in-house models
1416;2032374-41-5;PTN1_HUMAN;0.20067000000000002;in-house models
1417;2032374-41-5;Q6INT1_XENLA;0.597772;in-house models
1418;2032374-43-7;CP19A_HUMAN;0.7023025;in-house models
1419;2032374-43-7;CP2D6_HUMAN;0.441533;in-house models
1420;2032374-43-7;DHB3_HUMAN;0.9087500000000001;in-house models
1421;2032374-43-7;DHB4_HUMAN;0.10288957066666667;in-house models
1422;2032374-43-7;DHI2_HUMAN;0.7157065;in-house models
1423;2032374-43-7;ESR1_HUMAN;0.9531095238095239;in-house models
1424;2032374-43-7;MCR_HUMAN;0.203011;in-house models
1425;2032374-43-7;PTN1_HUMAN;0.00738072;in-house models
1426;2032374-43-7;Q6INT1_XENLA;0.420646;in-house models
1427;2032374-46-0;CP19A_HUMAN;0.639239;in-house models
1428;2032374-46-0;DHB4_HUMAN;0.32361318128185;in-house models
1429;2032374-46-0;DHI2_HUMAN;0.94575;in-house models
1430;2032374-46-0;ESR1_HUMAN;0.9493;in-house models
1431;2032374-46-0;PTN1_HUMAN;0.9274;in-house models
1432;2032374-46-0;Q6INT1_XENLA;0.47675200000000006;in-house models
1433;2032374-53-9;CP19A_HUMAN;0.666399;in-house models
1434;2032374-53-9;DHB4_HUMAN;0.04681279083677134;in-house models
1435;2032374-53-9;DHI2_HUMAN;0.95975;in-house models
1436;2032374-53-9;ESR1_HUMAN;0.9587666666666668;in-house models
1437;2032374-53-9;PTN1_HUMAN;0.9274;in-house models
1438;2032374-53-9;Q6INT1_XENLA;0.5939989999999999;in-house models
1439;2032374-54-0;CP19A_HUMAN;0.6896005000000001;in-house models
1440;2032374-54-0;CP2D6_HUMAN;0.400386;in-house models
1441;2032374-54-0;DHB3_HUMAN;0.9012499999999999;in-house models
1442;2032374-54-0;DHB4_HUMAN;0.17164718033333334;in-house models
1443;2032374-54-0;DHI2_HUMAN;0.6547544999999999;in-house models
1444;2032374-54-0;ESR1_HUMAN;0.9613257142857143;in-house models
1445;2032374-54-0;ESR2_HUMAN;0.9368000000000001;in-house models
1446;2032374-54-0;HYES_HUMAN;0.92835;in-house models
1447;2032374-54-0;MCR_HUMAN;0.2994618;in-house models
1448;2032374-54-0;PTN1_HUMAN;0.5162025;in-house models
1449;2032374-54-0;Q6INT1_XENLA;0.19365;in-house models
1450;2032374-55-1;CP19A_HUMAN;0.671798;in-house models
1451;2032374-55-1;CP2D6_HUMAN;0.415236;in-house models
1452;2032374-55-1;DHB3_HUMAN;0.9177500000000001;in-house models
1453;2032374-55-1;DHB4_HUMAN;0.09314892728558666;in-house models
1454;2032374-55-1;DHI2_HUMAN;0.5909445;in-house models
1455;2032374-55-1;ESR1_HUMAN;0.9499444444444444;in-house models
1456;2032374-55-1;HYES_HUMAN;0.93415;in-house models
1457;2032374-55-1;MCR_HUMAN;0.390442;in-house models
1458;2032374-55-1;Q6INT1_XENLA;0.16184500000000002;in-house models
1459;2032374-56-2;CP19A_HUMAN;0.66514;in-house models
1460;2032374-56-2;DHB4_HUMAN;0.14686178739333333;in-house models
1461;2032374-56-2;DHI2_HUMAN;0.9435;in-house models
1462;2032374-56-2;ESR1_HUMAN;0.9686349206349205;in-house models
1463;2032374-56-2;PTN1_HUMAN;0.9438;in-house models
1464;2032374-56-2;Q6INT1_XENLA;0.179593;in-house models
1465;2032374-57-3;CP19A_HUMAN;0.6762405;in-house models
1466;2032374-57-3;DHB4_HUMAN;0.11780337833333333;in-house models
1467;2032374-57-3;DHI2_HUMAN;0.9410000000000001;in-house models
1468;2032374-57-3;ESR1_HUMAN;0.9752904761904762;in-house models
1469;2032374-57-3;PTN1_HUMAN;0.9604;in-house models
1470;2032374-57-3;Q6INT1_XENLA;0.189813;in-house models
1471;2032374-58-4;CP19A_HUMAN;0.7117629999999999;in-house models
1472;2032374-58-4;DHB4_HUMAN;0.14454971103333333;in-house models
1473;2032374-58-4;DHI2_HUMAN;0.95;in-house models
1474;2032374-58-4;ESR1_HUMAN;0.9761650793650793;in-house models
1475;2032374-58-4;PTN1_HUMAN;0.9438;in-house models
1476;2032374-58-4;Q6INT1_XENLA;0.278574;in-house models
1477;2032374-59-5;CP19A_HUMAN;0.7311365;in-house models
1478;2032374-59-5;DHB4_HUMAN;0.14841180331133333;in-house models
1479;2032374-59-5;DHI2_HUMAN;0.931;in-house models
1480;2032374-59-5;ESR1_HUMAN;0.9706984126984128;in-house models
1481;2032374-59-5;PTN1_HUMAN;0.9308;in-house models
1482;2032374-59-5;Q6INT1_XENLA;0.257614;in-house models
1483;2032374-60-8;DHI2_HUMAN;0.9244999999999999;in-house models
1484;2032374-60-8;ESR1_HUMAN;0.9737023809523809;in-house models
1485;2032374-60-8;PTN1_HUMAN;0.946;in-house models
1486;205109-18-8;CP19A_HUMAN;0.730861;in-house models
1487;205109-18-8;CP2D6_HUMAN;0.6529315;in-house models
1488;205109-18-8;DHB4_HUMAN;0.238067;in-house models
1489;205109-18-8;DHI1_HUMAN;0.3631362333333333;in-house models
1490;205109-18-8;DHI2_HUMAN;0.6614036666666666;in-house models
1491;205109-18-8;ESR1_HUMAN;0.9178;in-house models
1492;205109-18-8;ESR2_HUMAN;0.9466;in-house models
1493;205109-18-8;HYES_HUMAN;0.9306;in-house models
1494;205109-18-8;LOX5_HUMAN;0.17236263666666665;in-house models
1495;205109-18-8;MCR_HUMAN;0.20632199999999998;in-house models
1496;205109-18-8;MK14_HUMAN;0.0534674;in-house models
1497;205109-18-8;NR1H2_HUMAN;0.106959;in-house models
1498;205109-18-8;NR1H4_HUMAN;0.102908246;in-house models
1499;205109-18-8;PGH1_HUMAN;0.752066;in-house models
1500;205109-18-8;PPARG_HUMAN;0.027027;in-house models
1501;205109-18-8;PTGES_HUMAN;0.633228;in-house models
1502;205109-18-8;Q6INT1_XENLA;0.299437;in-house models
1503;205109-19-9;CP19A_HUMAN;0.832816;in-house models
1504;205109-19-9;CP2D6_HUMAN;0.32037899999999997;in-house models
1505;205109-19-9;DHB4_HUMAN;0.134666;in-house models
1506;205109-19-9;DHI1_HUMAN;0.140293;in-house models
1507;205109-19-9;DHI2_HUMAN;0.6903479166666667;in-house models
1508;205109-19-9;ESR1_HUMAN;0.9076333333333333;in-house models
1509;205109-19-9;ESR2_HUMAN;0.9366;in-house models
1510;205109-19-9;LOX5_HUMAN;0.040779199999999995;in-house models
1511;205109-19-9;PGH1_HUMAN;0.59827;in-house models
1512;205109-19-9;PTGES_HUMAN;0.386359;in-house models
1513;205109-19-9;Q6INT1_XENLA;0.334456;in-house models
1514;205109-20-2;CP19A_HUMAN;0.800187;in-house models
1515;205109-20-2;CP2D6_HUMAN;0.00022374599999999998;in-house models
1516;205109-20-2;DHB4_HUMAN;0.07745975599999999;in-house models
1517;205109-20-2;DHI2_HUMAN;0.6160673333333333;in-house models
1518;205109-20-2;GCR_HUMAN;0.026666000000000002;in-house models
1519;205109-20-2;HYES_HUMAN;0.9338;in-house models
1520;205109-20-2;MCR_HUMAN;0.0898786;in-house models
1521;205109-20-2;PGH1_HUMAN;0.363858;in-house models
1522;205109-20-2;PTGES_HUMAN;0.392384;in-house models
1523;205109-20-2;Q6INT1_XENLA;0.551722;in-house models
1524;205109-21-3;CP19A_HUMAN;0.775;in-house models
1525;205109-21-3;CP2D6_HUMAN;0.6411309999999999;in-house models
1526;205109-21-3;DHB4_HUMAN;0.0858044;in-house models
1527;205109-21-3;DHI1_HUMAN;0.43526299999999996;in-house models
1528;205109-21-3;DHI2_HUMAN;0.9135;in-house models
1529;205109-21-3;GCR_HUMAN;0.14155277;in-house models
1530;205109-21-3;LOX5_HUMAN;0.3159780933333333;in-house models
1531;205109-21-3;MCR_HUMAN;0.18190945;in-house models
1532;205109-21-3;MK14_HUMAN;0.0007197926;in-house models
1533;205109-21-3;NR1H2_HUMAN;0.00046753215;in-house models
1534;205109-21-3;NR1H4_HUMAN;0.10824206666666668;in-house models
1535;205109-21-3;PGH1_HUMAN;0.743862;in-house models
1536;205109-21-3;PTGES_HUMAN;0.757843;in-house models
1537;205109-21-3;Q6INT1_XENLA;0.19026900000000002;in-house models
1538;205109-22-4;CP19A_HUMAN;0.730721;in-house models
1539;205109-22-4;CP2D6_HUMAN;0.6615409999999999;in-house models
1540;205109-22-4;DHB3_HUMAN;0.6353324;in-house models
1541;205109-22-4;DHB4_HUMAN;0.0005632430000000001;in-house models
1542;205109-22-4;DHI1_HUMAN;0.500865;in-house models
1543;205109-22-4;DHI2_HUMAN;0.930375;in-house models
1544;205109-22-4;GCR_HUMAN;0.022318450000000004;in-house models
1545;205109-22-4;LOX5_HUMAN;0.5061425;in-house models
1546;205109-22-4;MCR_HUMAN;0.009305875304450002;in-house models
1547;205109-22-4;NR1H2_HUMAN;0.013654652842666669;in-house models
1548;205109-22-4;NR1H4_HUMAN;0.13717808666666667;in-house models
1549;205109-22-4;PGH1_HUMAN;0.707775;in-house models
1550;205109-22-4;PPARG_HUMAN;0.00993832;in-house models
1551;205109-22-4;PTGES_HUMAN;0.1905;in-house models
1552;205109-22-4;Q6INT1_XENLA;0.02279997095;in-house models
1553;205109-23-5 (R);AK1C3_HUMAN;0.279779;in-house models
1554;205109-23-5 (R);CP19A_HUMAN;0.6570715;in-house models
1555;205109-23-5 (R);CP2D6_HUMAN;0.8867929999999999;in-house models
1556;205109-23-5 (R);DHB3_HUMAN;0.657216;in-house models
1557;205109-23-5 (R);DHB4_HUMAN;0.0358236;in-house models
1558;205109-23-5 (R);DHI1_HUMAN;0.41441149999999993;in-house models
1559;205109-23-5 (R);DHI2_HUMAN;0.5550275;in-house models
1560;205109-23-5 (R);ESR1_HUMAN;0.9540000000000001;in-house models
1561;205109-23-5 (R);GCR_HUMAN;0.0484739;in-house models
1562;205109-23-5 (R);LOX5_HUMAN;0.44323946666666664;in-house models
1563;205109-23-5 (R);MCR_HUMAN;0.3677335392875;in-house models
1564;205109-23-5 (R);MK14_HUMAN;3.9399e-05;in-house models
1565;205109-23-5 (R);NR1H2_HUMAN;0.235752;in-house models
1566;205109-23-5 (R);NR1H4_HUMAN;0.1157389725;in-house models
1567;205109-23-5 (R);PGH1_HUMAN;0.727428;in-house models
1568;205109-23-5 (R);PPARG_HUMAN;0.000132607;in-house models
1569;205109-23-5 (R);PTGES_HUMAN;0.779269;in-house models
1570;205109-23-5 (R);Q6INT1_XENLA;0.1434766;in-house models
1571;205109-23-5 (S);DHB3_HUMAN;0.95475;in-house models
1572;205109-23-5 (S);DHI2_HUMAN;0.95875;in-house models
1573;205109-23-5 (S);ESR1_HUMAN;0.9557222222222221;in-house models
1574;205109-24-6 (R);CP19A_HUMAN;0.617537;in-house models
1575;205109-24-6 (R);CP2D6_HUMAN;0.8175425000000001;in-house models
1576;205109-24-6 (R);DHB3_HUMAN;0.6819502222222223;in-house models
1577;205109-24-6 (R);DHB4_HUMAN;0.07216606670749999;in-house models
1578;205109-24-6 (R);DHI1_HUMAN;0.5175845;in-house models
1579;205109-24-6 (R);DHI2_HUMAN;0.6267425;in-house models
1580;205109-24-6 (R);ESR1_HUMAN;0.9420499999999999;in-house models
1581;205109-24-6 (R);ESR2_HUMAN;0.9156;in-house models
1582;205109-24-6 (R);GCR_HUMAN;0.25836918200000003;in-house models
1583;205109-24-6 (R);LOX5_HUMAN;0.4312172;in-house models
1584;205109-24-6 (R);MCR_HUMAN;0.2773326666666666;in-house models
1585;205109-24-6 (R);MK14_HUMAN;0.003298045;in-house models
1586;205109-24-6 (R);NR1H2_HUMAN;0.13680516800399997;in-house models
1587;205109-24-6 (R);NR1H4_HUMAN;0.12643642750000003;in-house models
1588;205109-24-6 (R);PGH1_HUMAN;0.7306739999999999;in-house models
1589;205109-24-6 (R);PPARD_HUMAN;1.03525e-07;in-house models
1590;205109-24-6 (R);PPARG_HUMAN;1.49625e-05;in-house models
1591;205109-24-6 (R);PTGES_HUMAN;0.45591400000000004;in-house models
1592;205109-24-6 (R);Q6INT1_XENLA;0.14062925;in-house models
1593;205109-24-6 (S);DHB3_HUMAN;0.9240277777777778;in-house models
1594;205109-24-6 (S);DHI2_HUMAN;0.8670666666666667;in-house models
1595;205109-24-6 (S);ESR1_HUMAN;0.9399226190476191;in-house models
1596;2055142-01-1;CP19A_HUMAN;0.772107;in-house models
1597;2055142-01-1;CP2D6_HUMAN;0.6855215;in-house models
1598;2055142-01-1;DHB3_HUMAN;0.92675;in-house models
1599;2055142-01-1;DHB4_HUMAN;0.157882;in-house models
1600;2055142-01-1;DHI1_HUMAN;0.11562375;in-house models
1601;2055142-01-1;DHI2_HUMAN;0.7256640000000001;in-house models
1602;2055142-01-1;ESR1_HUMAN;0.9740238095238096;in-house models
1603;2055142-01-1;GCR_HUMAN;0.19815516918333334;in-house models
1604;2055142-01-1;LOX5_HUMAN;0.3163518666666667;in-house models
1605;2055142-01-1;MCR_HUMAN;0.44011525000000007;in-house models
1606;2055142-01-1;MK14_HUMAN;0.179847;in-house models
1607;2055142-01-1;NR1H2_HUMAN;0.03884970333333334;in-house models
1608;2055142-01-1;NR1H4_HUMAN;0.369809;in-house models
1609;2055142-01-1;PGH1_HUMAN;0.54677;in-house models
1610;2055142-01-1;PPARD_HUMAN;0.03142038;in-house models
1611;2055142-01-1;PPARG_HUMAN;0.0176724401;in-house models
1612;2055142-01-1;PTGES_HUMAN;0.5113300000000001;in-house models
1613;2055142-01-1;Q6INT1_XENLA;0.007686635000000001;in-house models
1614;2058292-98-9;CP19A_HUMAN;0.6757895;in-house models
1615;2058292-98-9;CP2D6_HUMAN;0.372106;in-house models
1616;2058292-98-9;DHB3_HUMAN;0.9279999999999999;in-house models
1617;2058292-98-9;DHB4_HUMAN;0.08557123746666667;in-house models
1618;2058292-98-9;DHI2_HUMAN;0.7271825;in-house models
1619;2058292-98-9;ESR1_HUMAN;0.9263333333333335;in-house models
1620;2058292-98-9;LOX5_HUMAN;0.6681075;in-house models
1621;2058292-98-9;MCR_HUMAN;0.00224348;in-house models
1622;2058292-98-9;PGH1_HUMAN;0.00905972;in-house models
1623;2058292-98-9;Q6INT1_XENLA;0.385764;in-house models
1624;2058292-99-0;CP19A_HUMAN;0.60224;in-house models
1625;2058292-99-0;CP2D6_HUMAN;0.3482225;in-house models
1626;2058292-99-0;DHB3_HUMAN;0.91525;in-house models
1627;2058292-99-0;DHB4_HUMAN;0.140993;in-house models
1628;2058292-99-0;DHI2_HUMAN;0.7529315000000001;in-house models
1629;2058292-99-0;ESR1_HUMAN;0.9707166666666667;in-house models
1630;2058292-99-0;LOX5_HUMAN;0.9550000000000001;in-house models
1631;2058292-99-0;MCR_HUMAN;0.09980119999999999;in-house models
1632;2058292-99-0;PTN1_HUMAN;0.00306053;in-house models
1633;2058292-99-0;Q6INT1_XENLA;0.252374;in-house models
1634;209861-22-3;ACES_HUMAN;0.7502939999999999;in-house models
1635;209861-22-3;AK1C3_HUMAN;0.442258;in-house models
1636;209861-22-3;CP19A_HUMAN;0.558879;in-house models
1637;209861-22-3;CP2D6_HUMAN;0.5571395;in-house models
1638;209861-22-3;DHI1_HUMAN;0.26957;in-house models
1639;209861-22-3;GCR_HUMAN;0.28028961666666663;in-house models
1640;209861-22-3;LOX5_HUMAN;0.33524299999999996;in-house models
1641;209861-22-3;MCR_HUMAN;0.346054;in-house models
1642;209861-22-3;NR1H2_HUMAN;0.422976;in-house models
1643;209861-22-3;NR1H4_HUMAN;0.478892;in-house models
1644;209861-22-3;PGH1_HUMAN;0.928003;in-house models
1645;209861-22-3;PPARG_HUMAN;0.011198302866666668;in-house models
1646;215598-63-3;ACES_HUMAN;0.0553408465;in-house models
1647;215598-63-3;AK1C3_HUMAN;0.62521;in-house models
1648;215598-63-3;CP19A_HUMAN;0.47778400000000004;in-house models
1649;215598-63-3;CP2D6_HUMAN;0.6109765;in-house models
1650;215598-63-3;MK14_HUMAN;0.360476;in-house models
1651;215598-63-3;NR1H2_HUMAN;0.00977811;in-house models
1652;215598-63-3;NR1H4_HUMAN;0.00637655;in-house models
1653;215598-63-3;PGH1_HUMAN;0.195473;in-house models
1654;215598-63-3;PPARG_HUMAN;0.00621867;in-house models
1655;220443-00-5 (R);ACES_HUMAN;0.41784099999999996;in-house models
1656;220443-00-5 (R);CP19A_HUMAN;0.759603;in-house models
1657;220443-00-5 (R);CP2D6_HUMAN;0.636559;in-house models
1658;220443-00-5 (R);DHB4_HUMAN;0.305429718736825;in-house models
1659;220443-00-5 (R);DHI2_HUMAN;0.899;in-house models
1660;220443-00-5 (R);ESR1_HUMAN;0.9675107142857143;in-house models
1661;220443-00-5 (R);HYES_HUMAN;0.9032500000000001;in-house models
1662;220443-00-5 (R);LOX5_HUMAN;0.550288;in-house models
1663;220443-00-5 (R);MCR_HUMAN;0.40562;in-house models
1664;220443-00-5 (R);NR1H2_HUMAN;0.0123525;in-house models
1665;220443-00-5 (R);PGH1_HUMAN;0.303315;in-house models
1666;220443-00-5 (R);Q6INT1_XENLA;0.23586100000000002;in-house models
1667;220443-00-5 (S);DHB4_HUMAN;0.9758;in-house models
1668;220443-00-5 (S);DHI2_HUMAN;0.907;in-house models
1669;220443-00-5 (S);ESR1_HUMAN;0.9721309523809525;in-house models
1670;22141-31-7;CP19A_HUMAN;0.36195700000000003;in-house models
1671;22141-31-7;CP2D6_HUMAN;0.6277634999999999;in-house models
1672;22141-31-7;DHB3_HUMAN;0.94675;in-house models
1673;22141-31-7;NR1H2_HUMAN;0.194718;in-house models
1674;22141-31-7;PGH1_HUMAN;0.318253;in-house models
1675;222159-58-2;ACES_HUMAN;0.29423000000007793;in-house models
1676;222159-58-2;CP19A_HUMAN;0.5161020000000001;in-house models
1677;222159-58-2;CP2D6_HUMAN;0.292608;in-house models
1678;222159-58-2;DHB2_HUMAN;0.9660555555555556;in-house models
1679;222159-58-2;DHB3_HUMAN;0.9429666666666666;in-house models
1680;222159-58-2;DHB4_HUMAN;0.2837670625;in-house models
1681;222159-58-2;DHI2_HUMAN;0.826;in-house models
1682;222159-58-2;ESR1_HUMAN;0.9704523809523808;in-house models
1683;222159-58-2;ESR2_HUMAN;0.97675;in-house models
1684;222159-58-2;HYES_HUMAN;0.9145;in-house models
1685;222159-58-2;LOX5_HUMAN;0.9326257333333332;in-house models
1686;222159-58-2;MCR_HUMAN;0.04817645;in-house models
1687;222159-58-2;PTN1_HUMAN;0.9595999999999999;in-house models
1688;23050-05-7;CP19A_HUMAN;0.589575;in-house models
1689;23050-05-7;CP2D6_HUMAN;0.653987;in-house models
1690;23050-05-7;DHB3_HUMAN;0.93775;in-house models
1691;23050-05-7;DHI1_HUMAN;0.44933999999999996;in-house models
1692;23050-05-7;ESR1_HUMAN;0.9252;in-house models
1693;23050-05-7;ESR2_HUMAN;0.9252;in-house models
1694;23050-05-7;GCR_HUMAN;0.148273989615;in-house models
1695;23050-05-7;HYES_HUMAN;0.9344;in-house models
1696;23050-05-7;LOX5_HUMAN;0.338585;in-house models
1697;23050-05-7;MCR_HUMAN;0.14139199307666667;in-house models
1698;23050-05-7;NR1H2_HUMAN;0.10691702483536668;in-house models
1699;23050-05-7;NR1H4_HUMAN;0.174301;in-house models
1700;23050-05-7;PGH1_HUMAN;0.7440760000000001;in-house models
1701;23050-05-7;PTGES_HUMAN;0.542261;in-house models
1702;23050-06-8;CP19A_HUMAN;0.5469040000000001;in-house models
1703;23050-06-8;DHI1_HUMAN;0.323733;in-house models
1704;23050-06-8;DHI2_HUMAN;0.6488005;in-house models
1705;23050-06-8;GCR_HUMAN;0.0206502;in-house models
1706;23050-06-8;LOX5_HUMAN;0.125255;in-house models
1707;23050-06-8;MCR_HUMAN;0.11821451;in-house models
1708;23050-06-8;NR1H4_HUMAN;0.353065;in-house models
1709;23050-06-8;PGH1_HUMAN;0.71842;in-house models
1710;25324-31-6;CP19A_HUMAN;0.6869595;in-house models
1711;25324-31-6;CP2D6_HUMAN;0.372703;in-house models
1712;25324-31-6;DHB4_HUMAN;0.049577674200281;in-house models
1713;25324-31-6;DHI2_HUMAN;0.29644899999999996;in-house models
1714;25324-31-6;ESR1_HUMAN;0.9594166666666667;in-house models
1715;25324-31-6;LOX5_HUMAN;0.624781;in-house models
1716;25324-31-6;PGH1_HUMAN;0.14646199999999998;in-house models
1717;25324-31-6;Q6INT1_XENLA;0.41274099999999997;in-house models
1718;260781-99-5;CP19A_HUMAN;0.674486;in-house models
1719;260781-99-5;CP2D6_HUMAN;0.5667800000000001;in-house models
1720;260781-99-5;DHB4_HUMAN;0.07638467657618882;in-house models
1721;260781-99-5;DHI2_HUMAN;0.759587;in-house models
1722;260781-99-5;ESR1_HUMAN;0.9366666666666665;in-house models
1723;260781-99-5;LOX5_HUMAN;0.0075365949000000005;in-house models
1724;260781-99-5;MCR_HUMAN;0.41765499999999994;in-house models
1725;260781-99-5;PGH1_HUMAN;0.281482;in-house models
1726;260781-99-5;PTGES_HUMAN;0.5825819999999999;in-house models
1727;260781-99-5;PTN1_HUMAN;0.046974699999999994;in-house models
1728;260781-99-5;Q6INT1_XENLA;0.404549;in-house models
1729;279219-89-5;ACES_HUMAN;0.607321;in-house models
1730;279219-89-5;CP19A_HUMAN;0.614336;in-house models
1731;279219-89-5;CP2D6_HUMAN;0.5174947;in-house models
1732;279219-89-5;DHI1_HUMAN;0.150025;in-house models
1733;279219-89-5;GCR_HUMAN;0.18492566666666665;in-house models
1734;279219-89-5;MCR_HUMAN;0.269953;in-house models
1735;279219-89-5;MK14_HUMAN;0.0364528;in-house models
1736;279219-89-5;NR1H2_HUMAN;0.28016766666666665;in-house models
1737;279219-89-5;NR1H4_HUMAN;0.4110236666666667;in-house models
1738;279219-89-5;PGH1_HUMAN;0.891385;in-house models
1739;279219-89-5;PPARG_HUMAN;0.000106375;in-house models
1740;3',4,5'-trihydroxy-4'-methoxydihydrochalcone;CP19A_HUMAN;0.7068185;in-house models
1741;3',4,5'-trihydroxy-4'-methoxydihydrochalcone;CP2D6_HUMAN;0.637493;in-house models
1742;3',4,5'-trihydroxy-4'-methoxydihydrochalcone;DHB4_HUMAN;0.010813349431205;in-house models
1743;3',4,5'-trihydroxy-4'-methoxydihydrochalcone;DHI2_HUMAN;0.7246725;in-house models
