compound;platform;prob;UniProt_name
1810049-80-9;SEA;2.42E-08;PKNB_MYCTU
1810049-80-9;SEA;2.94E-08;SENP6_HUMAN
1810049-80-9;SEA;3.62E-08;S22A6_HUMAN
1810049-80-9;SEA;4.45E-08;STXA_SHIDY
1810049-80-9;SEA;5.22E-08;SENP1_HUMAN
1810049-80-9;SEA;5.28E-08;AK1C2_HUMAN
1810049-80-9;SEA;7.68E-08;P90584_PLAFA
1810049-80-9;SEA;9.31E-08;FEN1_HUMAN
1810049-80-9;SEA;1.11E-07;PDK1_HUMAN
1810049-80-9;SEA;1.13E-07;TIM10_YEAST
1810049-80-9;SEA;1.22E-07;TOP2B_HUMAN
1810049-80-9;SEA;1.23E-07;SC6A5_RAT
1810049-80-9;SEA;1.54E-07;5HT7R_RAT
1810049-80-9;SEA;1.60E-07;HDAC8_HUMAN
1810049-80-9;SEA;1.77E-07;PGFRB_RAT
1810049-80-9;SEA;1.81E-07;KCNJ2_MOUSE
1810049-80-9;SEA;2.46E-07;DYR_RAT
1810049-80-9;SEA;2.55E-07;ERAP1_HUMAN
1810049-80-9;SEA;3.13E-07;PPBN_HUMAN
1810049-80-9;SEA;3.58E-07;C4YTQ8_CANAW
1810049-80-9;SEA;4.87E-07;DDAH1_HUMAN
1810049-80-9;SEA;5.11E-07;TIM23_YEAST
1810049-80-9;SEA;5.21E-07;PD2R_MOUSE
1810049-80-9;SEA;5.39E-07;ALR_HUMAN
1810049-80-9;SEA;5.71E-07;CAH5A_HUMAN
1810049-80-9;SEA;6.64E-07;PPBT_HUMAN
1810049-80-9;SEA;6.68E-07;STS_HUMAN
1810049-80-9;SEA;7.10E-07;PGFRA_MOUSE
1810049-80-9;SEA;7.74E-07;KCNK9_HUMAN
1810049-80-9;SEA;9.13E-07;TBA1A_PIG
1810049-80-9;SEA;9.54E-07;Q38C41_TRYB2
1810049-80-9;SEA;9.92E-07;DPOL_HHV6U
1810049-80-9;SEA;9.98E-07;CAH12_HUMAN
1810049-80-9;SEA;1.08E-06;EST1_HUMAN
1810049-80-9;SEA;1.13E-06;CBR1_HUMAN
1810049-80-9;SEA;1.32E-06;MMP26_HUMAN
1810049-80-9;SEA;1.42E-06;CAH9_HUMAN
1810049-80-9;SEA;1.56E-06;HDAC1_HUMAN
1810049-80-9;SEA;1.68E-06;PE2R3_MOUSE
1810049-80-9;SEA;1.78E-06;MYLK_HUMAN
1810049-80-9;SEA;1.82E-06;CAH1_HUMAN
1810049-80-9;SEA;1.82E-06;GABT_RAT
1810049-80-9;SEA;1.83E-06;PRIO_HUMAN
1810049-80-9;SEA;1.89E-06;ESR2_HUMAN
1810049-80-9;SEA;1.92E-06;EGLN1_HUMAN
1810049-80-9;SEA;1.94E-06;B0BL08_ECOLX
1810049-80-9;SEA;2.02E-06;ADRB2_RAT
1810049-80-9;SEA;2.03E-06;CLTR1_CAVPO
1810049-80-9;SEA;2.12E-06;LOX5_HUMAN
1810049-80-9;SEA;2.14E-06;PGH1_SHEEP
1810049-80-9;SEA;2.16E-06;STRP_STRP1
1810049-80-9;SEA;2.24E-06;Q965D7_PLAFA
1810049-80-9;SEA;2.29E-06;DHB3_RAT
1810049-80-9;SEA;2.71E-06;AOFA_HUMAN
1810049-80-9;SEA;2.71E-06;Q25615_ONCVO
1810049-80-9;SEA;2.91E-06;CP2C9_HUMAN
1810049-80-9;SEA;2.92E-06;Q6UCJ9_TOXGO
1810049-80-9;SEA;3.06E-06;HDAC6_HUMAN
1810049-80-9;SEA;3.16E-06;A0A0C7ACN7_PSEAI
1810049-80-9;SEA;3.90E-06;KLK5_HUMAN
1810049-80-9;SEA;3.90E-06;CP2J2_HUMAN
1810049-80-9;SEA;4.04E-06;EBP_HUMAN
1810049-80-9;SEA;4.47E-06;PE2R2_MOUSE
1810049-80-9;SEA;4.77E-06;Q9S446_STAAU
1810049-80-9;SEA;4.87E-06;H9B8T9_CAPHI
1810049-80-9;SEA;4.91E-06;NQO1_HUMAN
1810049-80-9;SEA;5.03E-06;A4_HUMAN
1810049-80-9;SEA;5.78E-06;IL2_HUMAN
1810049-80-9;SEA;5.81E-06;ALDR_HUMAN
1810049-80-9;SEA;5.86E-06;DYR_ECOLI
1810049-80-9;SEA;6.05E-06;SENP8_HUMAN
1810049-80-9;SEA;6.28E-06;KS6B2_HUMAN
1810049-80-9;SEA;6.69E-06;MDHM_PIG
1810049-80-9;SEA;8.36E-06;TAAR1_HUMAN
1810049-80-9;SEA;8.83E-06;PGFRA_HUMAN
1810049-80-9;SEA;8.98E-06;CSK21_HUMAN
1810701-00-8;SwissTargetPrediction;0.120823672;TBB1_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;ACES_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;ESR1_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;ESR2_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;CDK2_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;CDK4_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;BRAF_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;PDK1_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;MMP3_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;MMP7_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;SGK1_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;MK08_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;HDAC3_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;LOX5_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;MMP8_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;T2R31_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;HS90A_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;PDE10_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;CP19A_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;PDE4D_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;SGMR1_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;PDPK1_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;PARP1_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;CHK1_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;TNFA_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;PDE5A_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;KDM1A_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;COX2_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;TRPM8_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;5HT3A_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;ADA2B_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;ABL1_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;MMP16_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;DHB2_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;AMPN_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;ADA10_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;BGLR_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;MMP15_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;ROCK2_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;ARBK1_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;MMP26_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;MIF_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;MTOR_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;F16P1_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;BMP4_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;KCNA3_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;MAPK2_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;KC1G1_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;KS6A1_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;TGM2_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;DPP4_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;ROCK1_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;MK01_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;KCMA1_HUMAN
1810701-00-8;SwissTargetPrediction;0.104671941;TAAR1_HUMAN
1810701-00-8;SEA;1.75E-36;TBB1_HUMAN
1810701-00-8;SEA;4.93E-33;S28A3_HUMAN
1810701-00-8;SEA;1.44E-28;Q25270_LEIDO
1810701-00-8;SEA;5.53E-27;Q53I59_TRYCR
1810701-00-8;SEA;5.67E-27;TNR1A_HUMAN
1810701-00-8;SEA;7.30E-24;ERN1_HUMAN
1810701-00-8;SEA;3.97E-22;KCNB1_HUMAN
1810701-00-8;SEA;1.54E-20;MTSI_SPISQ
1810701-00-8;SEA;4.85E-18;ABCG2_HUMAN
1810701-00-8;SEA;1.13E-17;Q49PX0_9POXV
1810701-00-8;SEA;1.11E-16;AK1BA_HUMAN
1810701-00-8;SEA;9.99E-16;NDUA4_HUMAN
1810701-00-8;SEA;1.11E-15;TAU_HUMAN
1810701-00-8;SEA;2.93E-14;T2R31_HUMAN
1810701-00-8;SEA;3.18E-14;TLR1_MOUSE
1810701-00-8;SEA;3.18E-14;TLR2_MOUSE
1810701-00-8;SEA;7.04E-14;SC5A1_RAT
1810701-00-8;SEA;3.61E-13;PDK4_HUMAN
1810701-00-8;SEA;6.06E-13;SRC_MOUSE
1810701-00-8;SEA;6.50E-13;SPRE_HUMAN
1810701-00-8;SEA;3.90E-12;Q8HY88_BOVIN
1810701-00-8;SEA;1.61E-11;PDK3_HUMAN
1810701-00-8;SEA;1.75E-11;PACR_HUMAN
1810701-00-8;SEA;4.32E-11;EST1_RABIT
1810701-00-8;SEA;1.20E-10;CAH7_HUMAN
1810701-00-8;SEA;1.44E-10;GRM3_RAT
1810701-00-8;SEA;1.53E-10;ITF2_HUMAN
1810701-00-8;SEA;1.71E-10;NF2L2_HUMAN
1810701-00-8;SEA;2.52E-10;ALDR_RAT
1810701-00-8;SEA;2.74E-10;MDR1_HUMAN
1810701-00-8;SEA;3.68E-10;Q862F3_BOVIN
1810701-00-8;SEA;6.08E-10;CAH6_HUMAN
1810701-00-8;SEA;6.61E-10;IBP3_HUMAN
1810701-00-8;SEA;6.71E-10;DHB3_HUMAN
1810701-00-8;SEA;7.03E-10;NU1M_BOVIN
1810701-00-8;SEA;8.96E-10;LOX1_SOYBN
1810701-00-8;SEA;9.30E-10;LPXC_AQUAE
1810701-00-8;SEA;1.25E-09;GRM2_RAT
1810701-00-8;SEA;3.94E-09;P2RX1_MOUSE
1810701-00-8;SEA;6.74E-09;PDE4D_HUMAN
1810701-00-8;SEA;7.85E-09;Q9JKC1_RAT
1810701-00-8;SEA;9.08E-09;Q2PCB5_DICLA
1810701-00-8;SEA;9.12E-09;S13A5_HUMAN
1810701-00-8;SEA;1.16E-08;CAH13_MOUSE
1810701-00-8;SEA;1.46E-08;SC5A2_RAT
1810701-00-8;SEA;1.65E-08;H9B8T9_CAPHI
1810701-00-8;SEA;2.44E-08;NQO1_HUMAN
1810701-00-8;SEA;2.55E-08;TBB2B_BOVIN
1810701-00-8;SEA;2.92E-08;CAH14_HUMAN
1810701-00-8;SEA;7.56E-08;PPO2_AGABI
1810701-00-8;SEA;1.44E-07;S22AC_HUMAN
1810701-00-8;SEA;2.82E-07;LGUL_HUMAN
1810701-00-8;SEA;3.13E-07;GLI1_HUMAN
1810701-00-8;SEA;3.55E-07;5HT7R_RAT
1810701-00-8;SEA;4.26E-07;PD2R_MOUSE
1810701-00-8;SEA;4.71E-07;MTR1B_HUMAN
1810701-00-8;SEA;4.75E-07;CAH5A_HUMAN
1810701-00-8;SEA;5.29E-07;MTR1A_HUMAN
1810701-00-8;SEA;5.38E-07;AK1C3_HUMAN
1810701-00-8;SEA;6.30E-07;TBA1A_PIG
1810701-00-8;SEA;7.38E-07;NFKB1_HUMAN
1810701-00-8;SEA;8.47E-07;CYSP_PLAFA
1810701-00-8;SEA;1.10E-06;S22A6_RAT
1810701-00-8;SEA;1.11E-06;GABT_RAT
1810701-00-8;SEA;1.27E-06;DHB3_RAT
1810701-00-8;SEA;2.19E-06;PGH1_RAT
1810701-00-8;SEA;2.56E-06;CAH5B_HUMAN
1810701-00-8;SEA;2.95E-06;CAH3_HUMAN
1810701-00-8;SEA;2.97E-06;TYRO_HUMAN
1810701-00-8;SEA;3.71E-06;ESR2_RAT
1810701-00-8;SEA;3.76E-06;PE2R2_MOUSE
1810701-00-8;SEA;4.32E-06;PLAP_HUMAN
1810701-00-8;SEA;4.43E-06;EST2_HUMAN
1810701-00-8;SEA;8.05E-06;A5H660_SCHMA
1810701-00-8;SEA;8.52E-06;ACES_RAT
1810701-00-8;SEA;9.42E-06;CELA1_HUMAN
1810701-00-8;SEA;9.75E-06;GSK3B_RAT
1810726-06-7 (S);SwissTargetPrediction;0.104671941;GRK6_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;PK3CG_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;PK3CA_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;MK01_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;MMP9_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;S22AC_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;CHK1_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;WEE1_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;KCNA3_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;ABL1_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;PK3CD_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;PRKDC_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;HCK_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;SIR1_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;MCR_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;PRGR_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;EDNRA_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;MMP1_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;MMP7_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;CLK1_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;PNPH_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;DYR1B_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;KMO_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;HDAC4_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;TYDP2_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;MTOR_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;PAFA_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;TOP1_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;FLT3_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;F263_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;HDAC2_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;CAH14_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;OGT1_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;CDK2_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;CDK1_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;NISCH_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;CBPB1_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;F16P1_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;HS90B_HUMAN
1810726-06-7 (S);SwissTargetPrediction;0.104671941;E2AK3_HUMAN
1810726-06-7 (S);SEA;8.40E-22;TYRO_HUMAN
1810726-06-7 (S);SEA;4.50E-20;PPO2_AGABI
1810726-06-7 (S);SEA;9.88E-15;PDK4_HUMAN
1810726-06-7 (S);SEA;7.10E-13;PDK3_HUMAN
1810726-06-7 (S);SEA;7.38E-13;T2R31_HUMAN
1810726-06-7 (S);SEA;6.34E-06;A0A0C7ACN7_PSEAI
1823102-91-5;SwissTargetPrediction;error message;no targets predicted
1823102-91-5;SEA;7.21E-78;PPGB_HUMAN
1823102-91-5;SEA;7.47E-43;PDE10_MOUSE
1823102-91-5;SEA;2.64E-33;GRM2_RAT
1823102-91-5;SEA;1.54E-32;PHHY_PSEFL
1823102-91-5;SEA;4.66E-30;GRM3_RAT
1823102-91-5;SEA;4.92E-30;C43BP_HUMAN
1823102-91-5;SEA;7.26E-30;ACPM_HUMAN
1823102-91-5;SEA;7.26E-30;CIA30_HUMAN
1823102-91-5;SEA;7.26E-30;NDUA1_HUMAN
1823102-91-5;SEA;7.26E-30;NDUA2_HUMAN
1823102-91-5;SEA;7.26E-30;NDUA3_HUMAN
1823102-91-5;SEA;7.26E-30;NDUA5_HUMAN
1823102-91-5;SEA;7.26E-30;NDUA6_HUMAN
1823102-91-5;SEA;7.26E-30;NDUA7_HUMAN
1823102-91-5;SEA;7.26E-30;NDUA8_HUMAN
1823102-91-5;SEA;7.26E-30;NDUA9_HUMAN
1823102-91-5;SEA;7.26E-30;NDUAA_HUMAN
1823102-91-5;SEA;7.26E-30;NDUAB_HUMAN
1823102-91-5;SEA;7.26E-30;NDUAC_HUMAN
1823102-91-5;SEA;7.26E-30;NDUAD_HUMAN
1823102-91-5;SEA;7.26E-30;NDUB1_HUMAN
1823102-91-5;SEA;7.26E-30;NDUB2_HUMAN
1823102-91-5;SEA;7.26E-30;NDUB3_HUMAN
1823102-91-5;SEA;7.26E-30;NDUB4_HUMAN
1823102-91-5;SEA;7.26E-30;NDUB5_HUMAN
1823102-91-5;SEA;7.26E-30;NDUB6_HUMAN
1823102-91-5;SEA;7.26E-30;NDUB7_HUMAN
1823102-91-5;SEA;7.26E-30;NDUB8_HUMAN
1823102-91-5;SEA;7.26E-30;NDUB9_HUMAN
1823102-91-5;SEA;7.26E-30;NDUBA_HUMAN
1823102-91-5;SEA;7.26E-30;NDUBB_HUMAN
1823102-91-5;SEA;7.26E-30;NDUC1_HUMAN
1823102-91-5;SEA;7.26E-30;NDUC2_HUMAN
1823102-91-5;SEA;7.26E-30;NDUF2_HUMAN
1823102-91-5;SEA;7.26E-30;NDUF3_HUMAN
1823102-91-5;SEA;7.26E-30;NDUF4_HUMAN
1823102-91-5;SEA;7.26E-30;NDUS1_HUMAN
1823102-91-5;SEA;7.26E-30;NDUS2_HUMAN
1823102-91-5;SEA;7.26E-30;NDUS3_HUMAN
1823102-91-5;SEA;7.26E-30;NDUS4_HUMAN
1823102-91-5;SEA;7.26E-30;NDUS5_HUMAN
1823102-91-5;SEA;7.26E-30;NDUS6_HUMAN
1823102-91-5;SEA;7.26E-30;NDUS7_HUMAN
1823102-91-5;SEA;7.26E-30;NDUS8_HUMAN
1823102-91-5;SEA;7.26E-30;NDUV1_HUMAN
1823102-91-5;SEA;7.26E-30;NDUV2_HUMAN
1823102-91-5;SEA;7.26E-30;NDUV3_HUMAN
1823102-91-5;SEA;7.26E-30;NU1M_HUMAN
1823102-91-5;SEA;7.26E-30;NU2M_HUMAN
1823102-91-5;SEA;7.26E-30;NU3M_HUMAN
1823102-91-5;SEA;7.26E-30;NU4LM_HUMAN
1823102-91-5;SEA;7.26E-30;NU5M_HUMAN
1823102-91-5;SEA;7.26E-30;NU6M_HUMAN
1823102-91-5;SEA;7.26E-30;NUA4L_HUMAN
1823102-91-5;SEA;9.03E-29;CYSP_PLAFA
1823102-91-5;SEA;1.03E-25;Q49PX0_9POXV
1823102-91-5;SEA;1.29E-22;ADRB3_CANLF
1823102-91-5;SEA;2.38E-20;KCNB1_HUMAN
1823102-91-5;SEA;3.79E-19;ADRB1_MOUSE
1823102-91-5;SEA;7.87E-18;UHRF1_HUMAN
1823102-91-5;SEA;1.78E-15;Q8WSF8_APLCA
1823102-91-5;SEA;3.33E-15;NDUA4_HUMAN
1823102-91-5;SEA;2.79E-14;MTR1B_HUMAN
1823102-91-5;SEA;8.24E-14;CAC1B_RAT
1823102-91-5;SEA;6.71E-13;PDE4D_HUMAN
1823102-91-5;SEA;3.75E-12;ELAV1_HUMAN
1823102-91-5;SEA;4.03E-12;ADRB3_HUMAN
1823102-91-5;SEA;8.32E-12;SYFA_STAAU
1823102-91-5;SEA;1.23E-11;KYNU_HUMAN
1823102-91-5;SEA;2.38E-11;MDR1_HUMAN
1823102-91-5;SEA;8.36E-11;TBB1_HUMAN
1823102-91-5;SEA;8.51E-11;VMAT2_HUMAN
1823102-91-5;SEA;1.25E-10;Q7ZJM1_9HIV1
1823102-91-5;SEA;3.17E-10;AOC3_HUMAN
1823102-91-5;SEA;4.06E-10;GRM2_HUMAN
1823102-91-5;SEA;4.94E-10;NU4M_HUMAN
1823102-91-5;SEA;6.79E-10;MRGX1_RAT
1823102-91-5;SEA;9.17E-10;CP1B1_HUMAN
1823102-91-5;SEA;1.29E-09;PADI3_HUMAN
1823102-91-5;SEA;1.73E-09;PA24A_HUMAN
1823102-91-5;SEA;3.14E-09;KCNA3_MOUSE
1823102-91-5;SEA;3.64E-09;Q862F3_BOVIN
1823102-91-5;SEA;5.20E-09;DYR1A_MOUSE
1823102-91-5;SEA;9.49E-09;AGTR2_HUMAN
1823102-91-5;SEA;1.02E-08;ACHP_LYMST
1823102-91-5;SEA;1.91E-08;NK3R_HUMAN
1823102-91-5;SEA;2.18E-08;PABP1_HUMAN
1823102-91-5;SEA;4.12E-08;A5H660_SCHMA
1823102-91-5;SEA;4.99E-08;P90584_PLAFA
1823102-91-5;SEA;9.53E-08;ACM5_RAT
1823102-91-5;SEA;1.40E-07;PADI4_HUMAN
1823102-91-5;SEA;1.45E-07;TSPO_HUMAN
1823102-91-5;SEA;2.52E-07;TNR1A_HUMAN
1823102-91-5;SEA;8.25E-07;MTR1A_HUMAN
1823102-91-5;SEA;1.51E-06;ADRB1_HUMAN
1823102-91-5;SEA;1.92E-06;GLSK_HUMAN
1823102-91-5;SEA;2.33E-06;KCNA3_HUMAN
1823102-91-5;SEA;2.55E-06;ACM1_DROME
1823102-91-5;SEA;2.62E-06;KLF5_HUMAN
1823102-91-5;SEA;2.64E-06;Q43570_TOBAC
1823102-91-5;SEA;2.66E-06;SOAT1_RAT
1823102-91-5;SEA;3.00E-06;KCNK9_HUMAN
1823102-91-5;SEA;4.33E-06;Q6QLK5_9HIV1
1823102-91-5;SEA;4.71E-06;TS1R1_HUMAN
1823102-91-5;SEA;4.84E-06;LIPP_PIG
1823102-91-5;SEA;5.23E-06;PLAP_HUMAN
1823102-91-5;SEA;6.30E-06;CP27B_MOUSE
1823102-91-5;SEA;6.47E-06;KLK5_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;HDAC8_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;MMP8_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;HDAC6_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;HDAC2_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;HDAC1_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;HDAC9_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;ADA17_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;AA1R_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;AA2AR_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;HDAC3_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;HDAC5_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;HDAC7_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;ROCK1_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;HDA11_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;HDAC4_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;HDA10_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;PDK1_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;EGFR_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;DHB2_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;MAP11_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;CATD_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;AURKB_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;MGLL_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;KS6B1_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;AURKA_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;HPGDS_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;TYRO_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;AA2BR_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;DUS3_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;PIM1_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;PIM2_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;ACM3_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;LYAG_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;BRAF_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;TNI3K_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;MTOR_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;KDM1A_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;NOX4_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;NOX1_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;VGFR1_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;PGFRB_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;ALDH2_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;PGFRA_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;CATK_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;DHB3_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;CAH1_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;CAH6_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;CAH14_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;CAH9_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;CAH13_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;CAH5B_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;CAH5A_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;ACACA_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;CHK1_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;NPY1R_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;ACACB_HUMAN
1883337-95-8 (R);SwissTargetPrediction;0.106165761;GLI1_HUMAN
1883337-95-8 (R);SEA;1.99E-33;THIOM_HUMAN
