;Compound;UniProt_name;SEA;SuperPred;SwissTargetPrediction;in-house models
11530;2058292-98-9;IL2_HUMAN;3.53e-21;;;
11531;2058292-98-9;IL5_MOUSE;3.45e-11;;;
11532;2058292-98-9;LOX5_HUMAN;;;;0.6681075
11533;2058292-98-9;MCR_HUMAN;;;;0.00224348
11534;2058292-98-9;MTSI_SPISQ;1.6999999999999999e-19;;;
11535;2058292-98-9;NMUR2_HUMAN;5.22e-08;;;
11536;2058292-98-9;O93874_COCLU;3.9e-12;;;
11537;2058292-98-9;O96394_LEIAM;1.8800000000000002e-07;;;
11538;2058292-98-9;PDIA1_HUMAN;2.9e-13;;;
11539;2058292-98-9;PGH1_HUMAN;;;;0.00905972
11540;2058292-98-9;PPO2_AGABI;4.94e-06;;;
11541;2058292-98-9;Q6INT1_XENLA;;;;0.385764
11542;2058292-98-9;Q7ZJM1_9HIV1;1.56e-11;;;
11543;2058292-98-9;S28A3_HUMAN;1.0999999999999999e-57;;;
11544;2058292-98-9;SC5A1_HUMAN;1.0399999999999999e-18;;;
11545;2058292-98-9;SC5A1_RAT;5.649999999999999e-49;;;
11546;2058292-98-9;SC5A2_HUMAN;1.8799999999999998e-20;;;
11547;2058292-98-9;SC5A2_RAT;5.42e-40;;;
11548;2058292-98-9;SC5A4_HUMAN;5.44e-15;;;
11549;2058292-98-9;TTHY_HUMAN;5.629999999999999e-07;;;
11550;2058292-98-9;TYDP1_HUMAN;5.09e-08;;;
11551;2058292-98-9;TYRO_HUMAN;2.5300000000000003e-21;;;
11552;2058292-99-0;A4_HUMAN;6.690000000000001e-19;;;
11553;2058292-99-0;ABCG2_HUMAN;2.17e-10;;;
11554;2058292-99-0;AK1BA_HUMAN;3.2799999999999996e-33;;;
11555;2058292-99-0;AK1C3_HUMAN;6.94e-14;;;
11556;2058292-99-0;AK1C4_HUMAN;7.01e-14;;;
11557;2058292-99-0;AL1A2_HUMAN;1.84e-09;;;
11558;2058292-99-0;AL1B1_HUMAN;1.84e-09;;;
11559;2058292-99-0;ALDR_HUMAN;1.56e-07;;;
11560;2058292-99-0;ALDR_RAT;9.629999999999999e-11;;;
11561;2058292-99-0;B4GT1_BOVIN;1.81e-39;;;
11562;2058292-99-0;BACE1_HUMAN;1e-05;;;
11563;2058292-99-0;CAH12_HUMAN;6.19e-08;;;
11564;2058292-99-0;CAH13_HUMAN;2.19e-06;;;
11565;2058292-99-0;CAH13_MOUSE;1.21e-17;;;
11566;2058292-99-0;CAH14_HUMAN;2.87e-09;;;
11567;2058292-99-0;CAH4_HUMAN;8.61e-07;;;
11568;2058292-99-0;CAH5A_HUMAN;2.5300000000000003e-13;;;
11569;2058292-99-0;CAH5B_HUMAN;1.13e-14;;;
11570;2058292-99-0;CAH6_HUMAN;4.49e-18;;;
11571;2058292-99-0;CAH7_HUMAN;9.25e-14;;;
11572;2058292-99-0;CAH9_HUMAN;2.77e-07;;;
11573;2058292-99-0;CP19A_HUMAN;;;;0.60224
11574;2058292-99-0;CP2D6_HUMAN;;;;0.3482225
11575;2058292-99-0;DCOR_HUMAN;1.35e-07;;;
11576;2058292-99-0;DHB3_HUMAN;;;;0.91525
11577;2058292-99-0;DHB3_RAT;1.74e-08;;;
11578;2058292-99-0;DHB4_HUMAN;;;;0.140993
11579;2058292-99-0;DHI2_HUMAN;;;;0.7529315000000001
11580;2058292-99-0;EP300_HUMAN;2.4e-06;;;
11581;2058292-99-0;ERAP1_HUMAN;1.22e-06;;;
11582;2058292-99-0;ESR1_HUMAN;;;;0.9707166666666667
11583;2058292-99-0;FIMH_ECOLI;1.85e-17;;;
11584;2058292-99-0;G6PT1_HUMAN;4.54e-08;;;
11585;2058292-99-0;GSK3B_RAT;2.53e-07;;;
11586;2058292-99-0;IL2_HUMAN;3.6e-26;;;
11587;2058292-99-0;IL5_MOUSE;3.65e-10;;;
11588;2058292-99-0;LGUL_HUMAN;6.129999999999999e-20;;;
11589;2058292-99-0;LOX5_HUMAN;;;;0.9550000000000001
11590;2058292-99-0;LOX5_RAT;1.1299999999999999e-08;;;
11591;2058292-99-0;MCR_HUMAN;;;;0.09980119999999999
11592;2058292-99-0;MET_HUMAN;8.38e-07;;;
11593;2058292-99-0;MMP2_RAT;8.06e-30;;;
11594;2058292-99-0;MTSI_SPISQ;6.160000000000001e-26;;;
11595;2058292-99-0;NEMO_HUMAN;2.7600000000000004e-11;;;
11596;2058292-99-0;NF2L2_HUMAN;8.100000000000001e-13;;;
11597;2058292-99-0;NFKB1_HUMAN;2.22e-16;;;
11598;2058292-99-0;NMUR2_HUMAN;5.22e-08;;;
11599;2058292-99-0;PDIA1_HUMAN;1.67e-13;;;
11600;2058292-99-0;PTN1_HUMAN;;;;0.00306053
11601;2058292-99-0;Q1R2J4_ECOUT;6.15e-06;;;
11602;2058292-99-0;Q6INT1_XENLA;;;;0.252374
11603;2058292-99-0;Q7ZJM1_9HIV1;9.950000000000001e-13;;;
11604;2058292-99-0;Q8HY88_BOVIN;9.99e-16;;;
11605;2058292-99-0;S28A3_HUMAN;5.35e-53;;;
11606;2058292-99-0;SC5A1_HUMAN;1.11e-16;;;
11607;2058292-99-0;SC5A1_RAT;7.23e-23;;;
11608;2058292-99-0;SC5A2_HUMAN;5.71e-19;;;
11609;2058292-99-0;SC5A2_RAT;3.32e-24;;;
11610;2058292-99-0;SC5A4_HUMAN;4.33e-15;;;
11611;2058292-99-0;SRC_MOUSE;6.45e-06;;;
11612;2058292-99-0;TAU_HUMAN;6.2e-36;;;
11613;2058292-99-0;TOP2A_HUMAN;2.27e-11;;;
11614;2058292-99-0;TTHY_HUMAN;6.24e-08;;;
11615;2058292-99-0;TYDP1_HUMAN;2.45e-09;;;
11616;2058292-99-0;TYRO_HUMAN;1.58e-09;;;
11617;209861-22-3;5HT2A_HUMAN;;;0.101613855;
11618;209861-22-3;5HT2A_RAT;3.1e-06;;;
11619;209861-22-3;5HT2B_RAT;2.41e-06;;;
11620;209861-22-3;5HT2C_RAT;2.7399999999999997e-11;;;
11621;209861-22-3;5HT7R_RAT;7.140000000000001e-11;;;
11622;209861-22-3;A0A0C7ACN7_PSEAI;1.9100000000000002e-17;;;
11623;209861-22-3;A4_HUMAN;8.51e-06;;;
11624;209861-22-3;A5H660_SCHMA;7.38e-14;;;
11625;209861-22-3;AA2BR_HUMAN;;;0.101613855;
11626;209861-22-3;ABCG2_HUMAN;1.0500000000000001e-20;;;
11627;209861-22-3;ABL1_HUMAN;;;0.101613855;
11628;209861-22-3;ACES_ELEEL;7.809999999999999e-08;;;
11629;209861-22-3;ACES_HUMAN;1.2e-09;;0.10994577;0.7502939999999999
11630;209861-22-3;ACES_RAT;1.13e-06;;;
11631;209861-22-3;ACES_TETCF;3.2200000000000003e-15;;;
11632;209861-22-3;ADRB1_MOUSE;5.76e-20;;;
11633;209861-22-3;AK1BA_HUMAN;2.89e-15;;;
11634;209861-22-3;AK1C3_HUMAN;2.7e-09;;;0.442258
11635;209861-22-3;ALDR_RAT;8.13e-14;;;
11636;209861-22-3;BGLR_HUMAN;8.32e-07;;0.101613855;
11637;209861-22-3;BMX_HUMAN;;;0.101613855;
11638;209861-22-3;BTK_HUMAN;;;0.101613855;
11639;209861-22-3;C3SLB7_ECOLX;2.45e-48;;;
11640;209861-22-3;CAC1B_RAT;4.77e-08;;;
11641;209861-22-3;CAH13_MOUSE;6.859999999999999e-09;;;
11642;209861-22-3;CAH14_HUMAN;4.15e-08;;;
11643;209861-22-3;CAH3_BOVIN;6.69e-06;;;
11644;209861-22-3;CAH5A_HUMAN;3.7700000000000005e-07;;;
11645;209861-22-3;CAH6_HUMAN;1.8899999999999999e-07;;;
11646;209861-22-3;CAH7_HUMAN;9.48e-09;;;
11647;209861-22-3;CAN1_HUMAN;3.16e-09;;;
11648;209861-22-3;CATL2_HUMAN;;;0.101613855;
11649;209861-22-3;CHK1_HUMAN;;;0.101613855;
11650;209861-22-3;CHLE_HUMAN;1.56e-06;;;
11651;209861-22-3;COMT_RAT;1.34e-07;;;
11652;209861-22-3;COQ8B_HUMAN;;;0.101613855;
11653;209861-22-3;CP19A_HUMAN;;;;0.558879
11654;209861-22-3;CP1B1_HUMAN;1.32e-14;;;
11655;209861-22-3;CP2D6_HUMAN;;;;0.5571395
11656;209861-22-3;CREB1_HUMAN;2.9199999999999997e-13;;;
11657;209861-22-3;CYSK_MYCTU;2.76e-06;;;
11658;209861-22-3;CYSP_PLAFA;6.409999999999999e-47;;;
11659;209861-22-3;DHB3_HUMAN;3.16e-07;;;
11660;209861-22-3;DHB3_RAT;1.27e-06;;;
11661;209861-22-3;DHCR7_HUMAN;9.82e-21;;;
11662;209861-22-3;DHI1_HUMAN;6.1e-09;;;0.26957
11663;209861-22-3;EBP_HUMAN;8.399999999999999e-09;;;
11664;209861-22-3;ECE1_HUMAN;3.88e-06;;;
11665;209861-22-3;EDNRA_RAT;1.4999999999999999e-12;;;
11666;209861-22-3;EDNRB_PIG;1.78e-15;;;
11667;209861-22-3;EGLN1_HUMAN;;;0.101613855;
11668;209861-22-3;EIS_MYCTU;7.480000000000001e-10;;;
11669;209861-22-3;ENPL_HUMAN;1.15e-06;;;
11670;209861-22-3;EP300_HUMAN;4.72e-09;;;
11671;209861-22-3;EPHA1_HUMAN;;;0.101613855;
11672;209861-22-3;EPHA3_HUMAN;;;0.101613855;
11673;209861-22-3;EPHA4_HUMAN;;;0.101613855;
11674;209861-22-3;EPHA5_HUMAN;;;0.101613855;
11675;209861-22-3;EPHA6_HUMAN;;;0.101613855;
11676;209861-22-3;EPHB2_HUMAN;;;0.101613855;
11677;209861-22-3;EPHB3_HUMAN;;;0.101613855;
11678;209861-22-3;ERCC5_HUMAN;5.18e-06;;;
11679;209861-22-3;ERN1_HUMAN;5.07e-19;;;
11680;209861-22-3;EST1_HUMAN;4.04e-13;;;
11681;209861-22-3;EST1_RABIT;8.63e-30;;;
11682;209861-22-3;EST2_HUMAN;7.77e-16;;;
11683;209861-22-3;FGR_HUMAN;;;0.101613855;
11684;209861-22-3;FLT3_HUMAN;;;0.101613855;
11685;209861-22-3;G6PT1_HUMAN;4.46e-08;;;
11686;209861-22-3;GCR_HUMAN;;;;0.28028961666666663
11687;209861-22-3;GP139_HUMAN;3.0099999999999997e-28;;;
11688;209861-22-3;GRM2_RAT;3.51e-07;;;
11689;209861-22-3;GRM3_RAT;6.33e-09;;;
11690;209861-22-3;GSK3B_RAT;9.75e-06;;;
11691;209861-22-3;GSTA1_HUMAN;;;0.101613855;
11692;209861-22-3;HDAC8_HUMAN;2.06e-06;;;
11693;209861-22-3;HMDH_HUMAN;;;0.10994577;
11694;209861-22-3;HPPD_HUMAN;3.17e-06;;;
11695;209861-22-3;HRH4_HUMAN;;;0.101613855;
11696;209861-22-3;HS90A_HUMAN;;;0.101613855;
11697;209861-22-3;IBP3_HUMAN;1.02e-09;;;
11698;209861-22-3;IMDH1_HUMAN;4.9e-08;;;
11699;209861-22-3;ITF2_HUMAN;2.48e-12;;;
11700;209861-22-3;KCMA1_HUMAN;5.53e-09;;;
11701;209861-22-3;KCNA3_HUMAN;5.95e-06;;0.101613855;
11702;209861-22-3;KCNA3_MOUSE;4.66e-07;;;
11703;209861-22-3;KCNB1_HUMAN;4.869999999999999e-44;;;
11704;209861-22-3;KCNK9_HUMAN;4.44e-16;;;
11705;209861-22-3;KDM5A_HUMAN;;;0.101613855;
11706;209861-22-3;KLF5_HUMAN;1.27e-09;;;
11707;209861-22-3;KMO_RAT;7.54e-09;;;
11708;209861-22-3;LGUL_HUMAN;2.82e-07;;;
11709;209861-22-3;LOX15_HUMAN;;;0.101613855;
11710;209861-22-3;LOX15_RAT;9.07e-08;;;
11711;209861-22-3;LOX1_SOYBN;5.15e-10;;;
11712;209861-22-3;LOX5_HUMAN;3.11e-13;;0.101613855;0.33524299999999996
11713;209861-22-3;LOX5_RAT;1.53e-11;;;
11714;209861-22-3;LPAR1_HUMAN;1.13e-09;;;
11715;209861-22-3;LPXC_AQUAE;9.3e-10;;;
11716;209861-22-3;LT4R1_HUMAN;2.28e-14;;;
11717;209861-22-3;LX15B_RAT;4.61e-08;;;
11718;209861-22-3;LYN_HUMAN;;;0.101613855;
11719;209861-22-3;MAPK2_HUMAN;;;0.101613855;
11720;209861-22-3;MCR_HUMAN;;;;0.346054
11721;209861-22-3;MDR1_HUMAN;3.11e-28;;;
11722;209861-22-3;MERTK_HUMAN;;;0.101613855;
11723;209861-22-3;MIF_HUMAN;;;0.101613855;
11724;209861-22-3;MIP_LEGPN;9.06e-08;;;
11725;209861-22-3;MK08_HUMAN;;;0.101613855;
11726;209861-22-3;MMP3_HUMAN;;;0.101613855;
11727;209861-22-3;MMP7_HUMAN;;;0.101613855;
11728;209861-22-3;MMP9_HUMAN;;;0.101613855;
11729;209861-22-3;MOT1_RAT;1.27e-06;;;
11730;209861-22-3;MP2K2_HUMAN;;;0.101613855;
11731;209861-22-3;MTOR_HUMAN;;;0.101613855;
11732;209861-22-3;MTR1A_HUMAN;1.15e-29;;;
11733;209861-22-3;MTR1B_HUMAN;4.01e-33;;;
11734;209861-22-3;MTR1C_XENLA;8.150000000000001e-08;;;
11735;209861-22-3;MTSI_SPISQ;2.2e-18;;;
11736;209861-22-3;NEMO_HUMAN;3.76e-06;;;
11737;209861-22-3;NF2L2_HUMAN;2.07e-10;;;
11738;209861-22-3;NFKB1_HUMAN;2.42e-10;;;
11739;209861-22-3;NK2R_MOUSE;1.53e-28;;;
11740;209861-22-3;NQO1_HUMAN;5.3400000000000004e-11;;;
11741;209861-22-3;NR1H2_HUMAN;;;;0.422976
11742;209861-22-3;NR1H4_HUMAN;;;;0.478892
11743;209861-22-3;NU1M_BOVIN;1.52e-12;;;
11744;209861-22-3;O49150_SOLTU;8.87e-06;;;
11745;209861-22-3;PA24A_HUMAN;7.990000000000001e-15;;;
11746;209861-22-3;PA2GA_HUMAN;4.4399999999999996e-15;;;
11747;209861-22-3;PA2GX_HUMAN;7.25e-06;;;
11748;209861-22-3;PACR_HUMAN;7.01e-12;;;
11749;209861-22-3;PAFA_HUMAN;;;0.101613855;
11750;209861-22-3;PAR14_HUMAN;1.91e-06;;;
11751;209861-22-3;PARP1_HUMAN;;;0.101613855;
11752;209861-22-3;PA_I000X;2.53e-14;;;
11753;209861-22-3;PA_I34A1;6.05e-10;;;
11754;209861-22-3;PB1_HUMAN;;;0.101613855;
11755;209861-22-3;PDE10_MOUSE;3.33e-16;;;
11756;209861-22-3;PDE4D_HUMAN;1.18e-13;;0.101613855;
11757;209861-22-3;PDE5A_CANLF;2.95e-06;;;
11758;209861-22-3;PGFRA_HUMAN;;;0.101613855;
11759;209861-22-3;PGFRB_HUMAN;;;0.101613855;
11760;209861-22-3;PGH1_HUMAN;;;;0.928003
11761;209861-22-3;PGH2_SHEEP;6.83e-08;;;
11762;209861-22-3;PHLP2_HUMAN;5.31e-07;;;
11763;209861-22-3;PIM1_HUMAN;;;0.101613855;
11764;209861-22-3;PIM2_HUMAN;;;0.101613855;
11765;209861-22-3;PK3CD_HUMAN;;;0.101613855;
11766;209861-22-3;PLAP_HUMAN;1.9e-06;;;
11767;209861-22-3;PPARA_HUMAN;3.61e-06;;;
11768;209861-22-3;PPARG_HUMAN;;;;0.011198302866666668
11769;209861-22-3;PPIA_HUMAN;;;0.101613855;
11770;209861-22-3;PTK6_HUMAN;;;0.101613855;
11771;209861-22-3;PTN1_HUMAN;9.880000000000001e-08;;;
11772;209861-22-3;PTPA_MYCTU;1.6e-06;;;
11773;209861-22-3;Q25270_LEIDO;1.57e-36;;;
11774;209861-22-3;Q3I4V7_CRYNV;4.32e-08;;;
11775;209861-22-3;Q49PX0_9POXV;5.999999999999999e-34;;;
11776;209861-22-3;Q53I59_TRYCR;1.75e-32;;;
11777;209861-22-3;Q7M0F8_CAVPO;4.55e-15;;;
11778;209861-22-3;Q7ZJM1_9HIV1;1.83e-06;;;
11779;209861-22-3;Q862F3_BOVIN;1.0099999999999999e-23;;;
11780;209861-22-3;Q8HY88_BOVIN;3.9e-12;;;
11781;209861-22-3;Q8QGU2_CHICK;5.89e-07;;;
11782;209861-22-3;QRFPR_HUMAN;1.37e-07;;;
11783;209861-22-3;RET_HUMAN;;;0.101613855;
11784;209861-22-3;ROS1_HUMAN;;;0.101613855;
11785;209861-22-3;S13A5_HUMAN;9.12e-09;;;
11786;209861-22-3;S29A2_RAT;6.68e-39;;;
11787;209861-22-3;SAE1_HUMAN;4.0700000000000003e-07;;;
11788;209861-22-3;SAE2_HUMAN;3.7200000000000005e-07;;;
11789;209861-22-3;SC6A1_MOUSE;2.95e-06;;;
11790;209861-22-3;SENP1_HUMAN;4.1100000000000004e-08;;;
11791;209861-22-3;SENP7_HUMAN;6.429999999999999e-07;;;
11792;209861-22-3;SEPR_HUMAN;;;0.101613855;
11793;209861-22-3;SHBG_HUMAN;5.79e-08;;;
11794;209861-22-3;SIR5_HUMAN;4.79e-06;;;
11795;209861-22-3;SMCA4_HUMAN;;;0.101613855;
11796;209861-22-3;SRC_MOUSE;2.6000000000000002e-12;;;
11797;209861-22-3;STAT6_HUMAN;;;0.101613855;
11798;209861-22-3;T2R14_HUMAN;5.71e-08;;;
11799;209861-22-3;TAAR1_HUMAN;4.63e-06;;;
11800;209861-22-3;TAU_HUMAN;4.41e-19;;;
11801;209861-22-3;TBA1A_PIG;3.2200000000000003e-15;;;
11802;209861-22-3;TBB1_HUMAN;6.089999999999999e-63;;0.14326925699999998;
11803;209861-22-3;TBB2B_BOVIN;2.5500000000000004e-19;;;
11804;209861-22-3;TBB3_HUMAN;3.76e-17;;;
11805;209861-22-3;TIE2_HUMAN;;;0.101613855;
11806;209861-22-3;TLR4_MOUSE;8.87e-10;;;
11807;209861-22-3;TNR1A_HUMAN;2.6000000000000002e-52;;;
11808;209861-22-3;TPMT_HUMAN;1.5300000000000001e-43;;;
11809;209861-22-3;TPPP_BOVIN;1.51e-11;;;
11810;209861-22-3;TTHY_HUMAN;5.079999999999999e-07;;;
11811;209861-22-3;TXK_HUMAN;;;0.101613855;
11812;209861-22-3;TYRO3_HUMAN;;;0.101613855;
11813;209861-22-3;UBC9_HUMAN;2.6899999999999996e-12;;;
11814;209861-22-3;UBCP1_HUMAN;1.58e-08;;;
11815;209861-22-3;UPAR_HUMAN;2.93e-07;;;
11816;209861-22-3;VGFR3_HUMAN;;;0.101613855;
11817;215598-63-3;5HT1A_HUMAN;8.9e-07;;;
11818;215598-63-3;5HT1A_RAT;1.51e-07;;;
11819;215598-63-3;5HT2A_RAT;2.0300000000000002e-09;;;
11820;215598-63-3;5HT2B_RAT;6.64e-09;;;
11821;215598-63-3;5HT2C_RAT;1.42e-21;;;
11822;215598-63-3;5HT7R_RAT;2.37e-09;;;
11823;215598-63-3;A0A0C7ACN7_PSEAI;2.33e-19;;;
11824;215598-63-3;A5H660_SCHMA;1.67e-14;;;
11825;215598-63-3;AAAT_HUMAN;2.72e-14;;;
11826;215598-63-3;ABCG2_HUMAN;4.62e-19;;;
11827;215598-63-3;ACES_ELEEL;1.6e-13;;;
11828;215598-63-3;ACES_HUMAN;1.02e-24;;0.106099949;0.0553408465
11829;215598-63-3;ACES_MOUSE;3.29e-07;;;
11830;215598-63-3;ACES_TETCF;2.58e-10;;;
11831;215598-63-3;ACHP_LYMST;6.18e-07;;;
11832;215598-63-3;ACM5_HUMAN;1.04e-07;;;
11833;215598-63-3;ACPM_BOVIN;3.17e-06;;;
11834;215598-63-3;ADRB1_MOUSE;1.27e-45;;;
11835;215598-63-3;AGTR2_HUMAN;2.54e-10;;;
11836;215598-63-3;AK1BA_HUMAN;1.0099999999999999e-33;;;
11837;215598-63-3;AK1C2_HUMAN;4.87e-13;;;
11838;215598-63-3;AK1C3_HUMAN;1.3799999999999998e-36;;;0.62521
11839;215598-63-3;AK1C4_HUMAN;1.29e-12;;;
11840;215598-63-3;ALDR_HUMAN;5.679999999999999e-09;;;
11841;215598-63-3;ALDR_RAT;1.58e-09;;;
11842;215598-63-3;ALR_HUMAN;4.5700000000000006e-08;;;
11843;215598-63-3;AMD_RAT;6.53e-42;;;
11844;215598-63-3;AMP1_PLAFQ;8.26e-12;;;
11845;215598-63-3;AMPL_PIG;4.97e-10;;;
11846;215598-63-3;AMPN_HUMAN;7.41e-08;;;
11847;215598-63-3;AMPN_PIG;1.13e-07;;;
11848;215598-63-3;AOFA_BOVIN;4.9500000000000004e-11;;;
11849;215598-63-3;AOFB_BOVIN;8.390000000000001e-09;;;
11850;215598-63-3;AOFB_HUMAN;5.85e-06;;;
11851;215598-63-3;APJ_HUMAN;1.77e-06;;;
11852;215598-63-3;AROK_HELPY;3.33e-16;;;
11853;215598-63-3;B0FL73_CAVPO;1.42e-06;;;
11854;215598-63-3;B2LA1_HUMAN;7.71e-14;;;
11855;215598-63-3;BLA1_ECOLX;1.1e-06;;;
11856;215598-63-3;BMP1_HUMAN;1.77e-06;;;
11857;215598-63-3;C3SLB7_ECOLX;1.87e-20;;;
11858;215598-63-3;C4YTQ8_CANAW;9.22e-06;;;
11859;215598-63-3;CA2D1_MOUSE;8.120000000000001e-09;;;
11860;215598-63-3;CAH13_MOUSE;7.61e-14;;;
11861;215598-63-3;CAH14_HUMAN;1.66e-12;;;
11862;215598-63-3;CAH15_MOUSE;4.18e-06;;;
11863;215598-63-3;CAH3_BOVIN;1.74e-06;;;
11864;215598-63-3;CAH3_HUMAN;5.8e-06;;;
11865;215598-63-3;CAH5A_HUMAN;8.81e-11;;;
11866;215598-63-3;CAH5B_HUMAN;3.4e-08;;;
11867;215598-63-3;CAH6_HUMAN;5.070000000000001e-12;;;
11868;215598-63-3;CAH7_HUMAN;3.4900000000000004e-11;;;
11869;215598-63-3;CAH9_HUMAN;2.61e-07;;;
11870;215598-63-3;CALM1_HUMAN;5.549999999999999e-16;;;
11871;215598-63-3;CALM_BOVIN;1.18e-08;;;
11872;215598-63-3;CAN1_HUMAN;3.4200000000000003e-18;;;
11873;215598-63-3;CAN2_HUMAN;3.11e-10;;;
11874;215598-63-3;CAN_CANAL;4.5299999999999995e-11;;;
11875;215598-63-3;CASP7_HUMAN;2.5499999999999997e-08;;;
11876;215598-63-3;CATG_HUMAN;7.04e-06;;;
11877;215598-63-3;CATL1_BOVIN;5.04e-11;;;
11878;215598-63-3;CBPA1_BOVIN;1.38e-12;;;
11879;215598-63-3;CBPA1_HUMAN;5.870000000000001e-07;;;
11880;215598-63-3;CBPA3_HUMAN;3e-15;;;
11881;215598-63-3;CEL2A_PIG;8.4e-06;;;
11882;215598-63-3;CES1D_MOUSE;2.22e-10;;;
11883;215598-63-3;CHLE_HORSE;1.48e-12;;;
11884;215598-63-3;CHLE_HUMAN;1.06e-07;;;
11885;215598-63-3;CMA1_HUMAN;1.11e-16;;;
11886;215598-63-3;COMT_RAT;4.39e-11;;;
11887;215598-63-3;CP19A_HUMAN;;;;0.47778400000000004
11888;215598-63-3;CP1A2_HUMAN;6.97e-08;;;
11889;215598-63-3;CP1B1_HUMAN;2.22e-10;;;
11890;215598-63-3;CP26B_HUMAN;4.57e-13;;;
11891;215598-63-3;CP27B_MOUSE;2.33e-06;;;
11892;215598-63-3;CP2C9_HUMAN;1.67e-07;;;
11893;215598-63-3;CP2CJ_HUMAN;4.19e-10;;;
11894;215598-63-3;CP2D6_HUMAN;;;;0.6109765
11895;215598-63-3;CP3A4_HUMAN;1.55e-06;;;
11896;215598-63-3;CTBP2_HUMAN;6.96e-20;;;
11897;215598-63-3;CTRA_BOVIN;1.41e-10;;;
11898;215598-63-3;CTRB1_HUMAN;1.86e-08;;;
11899;215598-63-3;CYSP_PLAFA;1.4899999999999998e-29;;;
11900;215598-63-3;DCMC_HUMAN;2.12e-08;;;
11901;215598-63-3;DGLA_HUMAN;2.0299999999999996e-44;;;
11902;215598-63-3;DHB2_HUMAN;7.8e-10;;;
11903;215598-63-3;DHB2_MOUSE;9.55e-15;;;
11904;215598-63-3;DHB3_RAT;1.36e-06;;;
11905;215598-63-3;DPOL_HHV6U;2.86e-07;;;
11906;215598-63-3;DRD1_BOVIN;2.25e-08;;;
11907;215598-63-3;DRD2_RAT;4.21e-08;;;
11908;215598-63-3;DRD4_HUMAN;7.020000000000001e-09;;;
11909;215598-63-3;DYR_PNECA;1.45e-06;;;
11910;215598-63-3;EBP_HUMAN;1.32e-10;;;
11911;215598-63-3;EDNRA_HUMAN;5.7e-06;;;
11912;215598-63-3;EDNRB_HUMAN;8.51e-06;;;
11913;215598-63-3;EGFR_MOUSE;1.98e-11;;;
11914;215598-63-3;EIS_MYCTU;3.939999999999999e-09;;;
11915;215598-63-3;ELAS_PSEAE;6.16e-06;;;
11916;215598-63-3;ENPL_CANLF;2.5e-10;;;
11917;215598-63-3;EP300_HUMAN;1.1099999999999999e-11;;;
11918;215598-63-3;ERAP2_HUMAN;5.24e-07;;;
11919;215598-63-3;ERCC1_HUMAN;4.21e-06;;;
11920;215598-63-3;ERN1_HUMAN;4.42e-12;;;
11921;215598-63-3;ESR1_HUMAN;;;0.12258176900000001;
11922;215598-63-3;EST1_HUMAN;2.0799999999999997e-62;;;
11923;215598-63-3;EST1_RABIT;6.8700000000000004e-12;;;
11924;215598-63-3;EST2_HUMAN;1.74e-06;;;
11925;215598-63-3;EST5_RAT;8.08e-08;;;
11926;215598-63-3;FAAH1_HUMAN;1.76e-32;;;
11927;215598-63-3;FAAH1_MOUSE;1.79e-33;;;
11928;215598-63-3;FAAH1_RAT;6.519999999999999e-62;;;
11929;215598-63-3;FFAR1_HUMAN;1.4099999999999998e-57;;;
11930;215598-63-3;FFAR1_MOUSE;3.2799999999999996e-08;;;
11931;215598-63-3;FFAR1_RAT;1.8600000000000003e-17;;;
11932;215598-63-3;FFAR4_HUMAN;9.59e-47;;;
11933;215598-63-3;FKB1A_HUMAN;5.41e-08;;;
11934;215598-63-3;FOLH1_RAT;8.99e-06;;;
11935;215598-63-3;FOS_HUMAN;2.09e-08;;;
11936;215598-63-3;G6PC_HUMAN;2.02e-06;;;
11937;215598-63-3;G6PT1_HUMAN;1.6600000000000002e-15;;;
11938;215598-63-3;GLI1_HUMAN;3.5e-07;;;
11939;215598-63-3;GLSK_HUMAN;2.68e-07;;;
11940;215598-63-3;GP139_HUMAN;1.24e-12;;;
11941;215598-63-3;GP183_MOUSE;4.7e-09;;;
11942;215598-63-3;GRM2_RAT;4.62e-09;;;
11943;215598-63-3;GRM3_HUMAN;1.1499999999999999e-08;;;
11944;215598-63-3;GRM3_RAT;7.47e-10;;;
11945;215598-63-3;GYS1_HUMAN;7.77e-16;;;
11946;215598-63-3;HCAR2_HUMAN;4.44e-16;;;
11947;215598-63-3;HCAR2_RAT;1.79e-09;;;
11948;215598-63-3;HDAC2_HUMAN;1.23e-06;;;
11949;215598-63-3;HDAC8_HUMAN;1.67e-10;;;
11950;215598-63-3;HIF1A_HUMAN;1.1e-06;;;
11951;215598-63-3;HIS7_ECOLI;3.37e-09;;;
11952;215598-63-3;HMOX1_HUMAN;5.41e-22;;;
11953;215598-63-3;HMOX1_RAT;6.55e-06;;;
11954;215598-63-3;HPPD_ARATH;8.06e-12;;;
11955;215598-63-3;ILVB_ARATH;5.88e-19;;;
11956;215598-63-3;ITA4_HUMAN;4.98e-06;;;
11957;215598-63-3;ITB1_HUMAN;2.42e-06;;;
11958;215598-63-3;KCMA1_HUMAN;3.9e-06;;;
11959;215598-63-3;KCNA1_HUMAN;3.3e-09;;;
11960;215598-63-3;KCNA2_HUMAN;5.77e-15;;;
11961;215598-63-3;KCNA3_HUMAN;1.97e-12;;;
11962;215598-63-3;KCNA3_MOUSE;1.1599999999999997e-74;;;
11963;215598-63-3;KCNB1_HUMAN;8.820000000000001e-41;;;
